reviewID,reviewerID,restaurantID,date,rating,reviewUsefulCount,reviewContent,flagged,name,location,yelpJoinDate,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount,restaurantRating,mnr,rl,rd,Maximum Content Similarity
aOErVLBFKs4WyLR9obXrwg,nlny5kyBZVn7450qCaHlVA,WaIbupMGDBi5B3SChsUH8A,6/13/2011,3,1,i ll begin post i review mixteco i fortunate eaten lot cuban food prepared natives country therefore i harsh critic i came friend s b day dinner i high expectations i hear place rave reviews 1 it smells like fried food lot it eww 2 the food good it definitely terrible however new inexperienced cuban latin food i bet love it i fresh cafe 28 cut me however i would go back great cocktails,N,Julie JZ Z.,"Chicago, IL",01/11/2010,62,167,0,191,92,82,38,0,7,4.0,0.3333333333333333,74,0.25,0.19224067446657211
AdVhWhnbr2QUwEGaP,OapLWhQI4_Gm32-nYbHmUA,pbEiXam9YJL3neCYHGwLUA,8/30/2010,5,26,this continuation review alinea 18 squab different preparations sous vide rillettes served strawberry dramatically birch log tender packed flavour moist highlight mains though course 21 run close 19 black truffle explosion a grant achatz signature dish ravioli served holds flavour bomb truffle emulsion served romaine parmesan if anything going explode mouth make sure tastes good 20 palate cleanser hibiscus tonic 21 escoffier s beef wagyu beef cooked sous vide seared isn t mouth already watering reading words well ate well sounded 22 lemon soda powder consumed one bite conjures childhood memories 23 raspberry transparency served yoghurt how make films fine yet packed flavour 24 bubble gum a long clear cigar sized tube holding hibiscus creme fraiche tapioca pearls fun dish suck contents tube 25 lemon pine caramelised white chocolate served plate placed pillow filled earl grey tea smoke the plate gradually deflates balloon eat scent enhances food after course 25 servers cleared table but wait eagle eyed among may noticed i 26th course well magic really happened big spoiler ahead intending eat tour menu prefer surprises please skip last paragraph well servers relaid table waterproof cloth arranged different ramekins tabletop if read previous reviews know i like kitchen tours i eat fine dining restaurant chef service i starting wonder i request kitchen visit looked mobile phone looked back see grant achatz standing table i think jaw hit floor then said going create last dessert course table in seemed time all used different forms chocolate coconut menthol hyssop draw tabletop precise drops gradually decreasing size smears streaks edible he told come kitchen meal i could take pictures to day i m still amazed grant achatz cooked table that stay end dining days chef achatz took time show round kitchen i picture taken him he truly friendly humble guy alinea truly pinnacle dining experiences the food innovative playful still packs flavour punch the whole evening unforgettable experience beginning end i m also indebted yelp friend tess m forwarding inspirational article new yorker grant achatz emphasises amazing journey taken get alinea pinnacle http www newyorker com,N,Yee Gan Yogi Bear O.,London,01/05/2007,1386,1688,753,16101,13753,9332,39960,258,185,4.5,0.08333333333333333,343,0.125,0.0
mPdnfZlwtdPiatP3yUEkNA,olwvZrHwaC6NnrU_j9oFng,pbEiXam9YJL3neCYHGwLUA,5/12/2012,5,1,stated first visit much say alinea already said lucky enough eaten per se alinea last months firmly say s pellegrino made mistake rating keller s nyc outpost ahead achatz s restaurant top 50 world list 2012 meals amazing grant alinea unique creative absolutely delicious truly cannot imagine eating better meal pics blog go alinea now,N,Patrick N.,"Shiloh, IL",01/08/2010,13,101,0,63,26,14,22,0,4,4.5,0.08333333333333333,55,0.125,0.14167661648605934
TVyt6YUQ,Hy7_tW7c7pgFS4-IGjX4Wg,pbEiXam9YJL3neCYHGwLUA,6/20/2012,5,0,best meal i ve ever had went anniversary still talk years later,N,Rocky J.,"Chicago, IL",01/06/2012,0,8,0,2,1,2,0,0,0,4.5,0.16666666666666666,12,0.125,0.04457503964918019
Wgmhkvdpoho3iA9JfuY4Hg,Hy7_tW7c7pgFS4-IGjX4Wg,juop6_3dLfPDo-un-ZuXrg,6/20/2012,5,0,i used live next door love place great menu choices made order delicious slices vary daily try cuchilla s well,N,Rocky J.,"Chicago, IL",01/06/2012,0,8,0,2,1,2,0,0,0,4.0,0.16666666666666666,20,0.25,0.04457503964918019
Grs28iqNzr8aX8Hl0zYhcA,LJ8U5ZVnFpF8XNUR7DcUng,pbEiXam9YJL3neCYHGwLUA,12/11/2009,5,27,i loved i loved i can t say thanks enough how i know two clients took dinner here tonight december 12th 2009 when start planning this march is me no if been would ended already this amazing place called alinea one top four places chicago i meaning venture to to experience and well left speechless we went chef s tasting thirteen course opted fourteenth course choice risotto pasta white truffle shaved it and course wine pairings if i feel fourteen lord knows i would flat face twenty four the service impeccable you feel like rock star stuffiness situation going bathroom servers clear path you ego stroking best returning chair table pulled out fresh napkin put better best eager game face on put front may slap smile face not go course really end i topped one new course new course new amazement new amazement triumph new highly achieved triumph fuck yeah at first slightly poached quail egg bursting mouth shitake mushrooms smoked trout smoked trout roe enough blow mind shortly arrives juniper mix greens smoking wafting energy aroma make relax invigorate senses oh ho a tempura fried collection goose cranberry among others among juniper mix seriously stop you can t get better oh wait that extra course white truffle choice pasta risotto yeah risotto truffle melt mouth sinful amazement don t stop get it get it every course well paired the attention detail the attention care the attention fun every server amazing well informed friendly top fun will i stop back hell yeah oh hell yeah,N,Rob L.,"Chicago, IL",01/10/2006,664,571,49,3956,3743,2855,5678,20,78,4.5,0.08333333333333333,255,0.125,0.2280788109523486
GWzXZ6CLup3nMhgkFnhFLg,bNQ-wOd_hQwg_T7v3Rx9lQ,pbEiXam9YJL3neCYHGwLUA,2/2/2007,5,11,my girlfriend described experience follows this like sex mouth any questions g,N,G S.,"Chicago, IL",01/02/2006,57,37,11,117,74,201,344,0,8,4.5,0.08333333333333333,12,0.125,0.0
EV-8T,_TV_mXYd-26xKXQkeiE4GQ,pbEiXam9YJL3neCYHGwLUA,10/7/2009,5,12,i m sure start alinea honestly my boyfriend randomly took late night dinner night i left weekend trip without him i knew alinea i knew i tired long day i knew terribly rainy night i looked horrible i also knew much paycheck would go meal needless say i pretty angry extravagance though i knew love i mood fancy shmancy dinner like this so dinner definitely started wrong foot luckily time course 6 came around i gotten i started feel like kid toy heaven actually i felt like judge food network s iron chef i loving it the bf though scarfing every morsel life depended it that kind made sad i let get much i proceeded smell observe savor every course absolute delight and courses seriously unique amazing like super wow and servers sooo kind professional hospitable after 4 hours a little past 1 a m 22 courses later i completely full content ready final dessert course evening let s say dessert course extra special because came engagement ring haha who woulda thunk it what started imperfect night ended perfect way in summary alinea forever remain close stomach heart,N,Ji K.,"Chicago, IL",01/02/2008,26,171,9,179,178,88,60,0,5,4.5,0.25,188,0.125,0.22372388885968808
GhJknt-smZ1PIShakQ4u0g,_TV_mXYd-26xKXQkeiE4GQ,-pO0hsi0xlF4FwqLGJUizg,10/7/2009,4,0,my friend q i decided get carryout wanted healthy worked earlier day i especially excited try use seasonal local organic products unfortunately i pretty much drawn everything healthy i especially smitten macaroni cheese cost 12 that s pretty pricey macaroni cheese nothing else cheese i sadly decided pass it q knew already captured heart though forced get it ha i love her when got home i opened box mac cheese i horribly disappointed blah looking mac cheese i ever seen i guess i expected something look like made contents store bought box mac cheese and small box that i disappointed i even want taste it i almost wanted us drive back place say are kidding me can t add even nice garnish something maybe pieces lobster needless say i first forkful low expectations all changed though couple forkfuls and eventually plain white box boring looking macaroni cheese completely time i got bottom if i given option buy another 12 box moment i probably would ve ha believe me cheese use exceptional high price tag completely worth it i come back friends and i might even try something else with mac cheese course,N,Ji K.,"Chicago, IL",01/02/2008,26,171,9,179,178,88,60,0,5,4.0,0.25,192,0.0,0.22372388885968808
gs-zAfIxTZKRYIDsKL2cbA,_TV_mXYd-26xKXQkeiE4GQ,tW2jfL-qMccAYZSghPBbHA,10/7/2009,4,0,i love love love by the slice deep dish that pretty much means i could one slice nine different pizzas without buy nine different pizza pies uhh absolute genius anyway friend i stopped lunch brother who much chicago style pizza enthusiast i am urged try it right off i sure think slices looked tad bit deformed upon trying forkful mushroom spinach sausage pepperoni i realized art pizza best them the crust deliciously light fresh baked taste similar another chicago deep dish crust i can t quite pinpoint sauce nice flavor cheese herby generous without overpoweringly thick fatty mmmm good stuff,N,Ji K.,"Chicago, IL",01/02/2008,26,171,9,179,178,88,60,0,5,4.0,0.25,100,0.0,0.22372388885968808
5p01ezChYcFF3vGXcBN17Q,OelhkeZuMO548boaPivGLA,pbEiXam9YJL3neCYHGwLUA,1/7/2012,1,2,service 5 presentation 5 decor 3 taste flavor 5 negative 5 simply put worst food us ever ate yes i food expert i trust taste buds happy eating alinea all us hated it great service presentation zero taste flavor satisfaction none us ever eat stupid food not sure i even want call food again even paid eat it i drank like 6 7 glasses water beverage shove down thinking every course may next would better may final dessert would better also tasteless bitter after tolerating first 7 8 courses started fearing may come next alinea kept delivering bad tasting dishes one another most dishes extremely salty tasted like i eating pain relieving cream like bengay when chef came table put together dessert look happy excited rather looked angry not interested i guess planned convey kind experience shock something dropped big ball chocolate frozen ice cream table walked away without saying anything i like one bit rather felt stupid rude i would rather like usual chef laughs asks food please save hard earned money sandwich neighborhood potbelly better this if really money burn better simply donating money may book flight see beautiful san francisco make reservation eat real good food gary danko instead junk so much disappointed cancelled next reservations second group friends follow days i fully understand highly appreciate amount effort dedication goes producing complex meal yes new kind experience all still i want experience i least like taste food unfortunately nothing i say good about experiences like make wish i could give negative stars,N,A K.,"Schaumburg, IL",01/11/2007,0,26,6,70,8,10,0,0,2,4.5,0.08333333333333333,255,0.875,0.0
r,oTno7XAOiLDdAG_RMhhawQ,pbEiXam9YJL3neCYHGwLUA,5/21/2010,5,16,i went dinner alinea bit concerned as italian i tend favor giant bowls homemade pasta dinner or least nice big piece steak so i bit worried 13 course meal complete dainty portions incredibly unique food preparation might alley of course i completely wrong this best meal life i want relive every day life i left totally satisfied state complete existential happiness it makes sense 7th best restaurant world not much say get wine pairings enjoy experience hesitation whether eat here go,N,marissa chunk d.,"Chicago, IL",01/05/2006,164,248,22,849,678,571,289,0,35,4.5,0.08333333333333333,81,0.125,0.18515192613100773
8GQBZYxeO8hoKibZQoOWvw,ENElptq7t4U0CABBZ8Uo2w,pbEiXam9YJL3neCYHGwLUA,4/16/2009,5,26,i went alinea celebrate 34th birthday mom may 2008 everything started great ended quite badly me so birthday kind ruined want know why please read on i giving alinea five stars dining experience like none delivered staff put mind could save world every single challenge globe facing the restaurant impossible find outside entrance intentionally hidden end rabbit hole like cave typical building like every street be time like showing theater table time reservation dress appropriately men wear shirt jacket women dress like they re going out jeans probably good idea this formal affair dress like formal affair on hand proponent casual clothes comfortable eat i would like recommend overdo ties uncomfortable getups be comfortable sharp looking fine once inside seated table briefed meal ahead asked preferences terms refreshments offered wine matching option the restaurant softly lit relatively quiet watch big voice like i remind talk softly before making reservation restaurant please check website first see ingredients individual courses agree dietary restrictions i seafood allergies specifically shellfish if inform alinea ahead time make accommodations course line up there two options 12 course meal 24 course meal we made mistake over enthusiastic picking 24 course meal wine pairings every piece presented us unique delicious work art itself i sure every reviewer attempted describe line such i go detail here i highly recommend first timers get 12 course meal you think 24 wrong idea getting into it s quantity food that s problem number ingredients by time hit 18 neither mother i wanted see food ever rest lives number ingredients tummies probably hundreds take mix 12 wines tasted point one hell upset tummy i literally turned green 16 i think lobster i reacted although shellfish so i small tiny piece it i got ill short period time i assumed temporary thing would pass i lose dinner anything but feeling something horrible happen never passed when hit course 18 i called wait staff told stop bringing us food bring us bill they super nice courteous early departure way made feel even worse i feeling leaving we got check alinea super nice us check discounted courses have wine drink this class act i ready pay full amount leave soon possible needless say i barely made room hotel find insides boiling refusing stay me i hate say i lost 300 dollars worth exotic spices meats foliage vegetables beautiful design toilet less 15 minutes i sick rest night kind ruined birthday after incident things taste right two weeks everything tasted salty me to day smell peanut paste flavoring omni present almost every ate alinea makes throw little mouth ok i kid part am i complaining alinea no one bit these bunch beautiful talented hard working individuals put feast show senses i think restaurant helped realize dislike multi course meals fusion cuisine so problem me alinea let story cautionary tale if done before proceed caution get tasting menu 12 courses grand tour 24 courses do get wine pairings unless experienced wine connoisseur adds terms volume fast end mixing champagne white wine several red wines recipe disaster someone like light light drinker,N,Emin S.,"Austin, TX",01/11/2007,18,17,2,79,32,36,13,2,1,4.5,0.08333333333333333,513,0.125,0.1621558098685849
p7CjwhnxXHzotKTMSYnGcg,z7PyvXCkkT6uz2zoo3Hv2A,pbEiXam9YJL3neCYHGwLUA,10/4/2010,3,14,i really struggled rating alinea i feel like i give high score because well alinea but reality definitely favorite dining experience i ever had pay i expected blown away which i not with said still wonderful meal service unbeatable they best make understand eating drinking servers stuffy unexpected they space reservations people next never course keeps things feeling like factory there absolutely music noise block conversations server speaking tables one bad thing overall mood element surprise overall really good courses good courses i displeased starting whole experience 3 small shots alcohol i specifically eat much day preparation big meal drinking empty stomach almost made throw up i idea alcohol courses in everything prepared beautifully made purpose i blown away single course i expected i would when husband i left thought experience cool however i know worth money after food wine pairing i could paid 4 5 meals restaurant i given 5 s roy s sunda i would go again would i urge friends go either if go however definitely wine pairing they tell 1 3 cost dinner not true really pair nicely meal,N,Laura L.,"Chicago, IL",01/02/2010,40,113,2,143,43,30,18,0,6,4.5,0.08333333333333333,183,0.375,0.26714301514948136
F9fugCKa2nSxLUvAEAcGRw,3wG6XBdBEbC-vFMtODVaAA,pbEiXam9YJL3neCYHGwLUA,6/23/2009,2,11,so i ve come see i minority less stellar review alinea i shall assume me i immature cool enough appreciate restaurant must admit atmosphere pretty interesting there sliding doors windows uber modern but again spaceship but really people actually like food really i guess palate sophisticated enough personally pretentious enough heaven best dining experience ever touches every sense beyond gustatory hedonism food orgasm like reviews claim wow personally fried mozzarella stick gotten closer climax anything place but again me i gave two stars caramel dessert rather cool solid becomes liquid mouth guess that s sexual innuendo review,N,Venetta Bubba Keg L.,"Chicago, IL",01/04/2008,5,32,1,45,24,62,2,0,1,4.5,0.08333333333333333,97,0.625,0.05474331718583991
UwD1s,ZIowdUve-IjIN-EgQIwCLA,pbEiXam9YJL3neCYHGwLUA,1/10/2008,5,12,if thomas keller hatch edible faberge egg chicago would christen alinea yet would encased delicate membrane suspended shot glass and upon swallowing would explode delightful surprising refreshing sensations like mr keller s cuisine play food alinea the simply named caramel corn shot glass liquefied popcorn caramel foam reminded joy delight presented equally nostalgic salmon cornettes creme fraiche the french laundry salmon creme fraiche chives presented like mini ice cream cones beads alinea s white truffle toasted oat milk pink pepper pear texturally playfully remniscent mr keller s oysters pearls each presentation alinea unique exercises flavor senses whisper thin bacon finished ribbons butterscotch apple dots thyme dangling effortlessly suspended wire atop arc a plate beans many garnishes resting atop pillow scented nutmeg air air diffused eating one bite pumpkin brown sugar tempura pierced atop burning cinnamon stick scent cinnamon inhaled consuming a pin wagyu beef hidden beneath cloak aromatic cedar branches persimmon presented two puddles tiniest greens earthy texture evoking painstaking simplicity yet refined well thought flavor texture combinations but enjoyed first placing thin clear cellophane like aroma strip tongue deliciously warming mouth to name 5 24 courses check pics http www yelp com biz_ i still marvel chef owner grant achatz able create unique avant garde food ways eating no surprise either chicago living incubation progress art architecture function whimsy scent frank lloyd wright louis sullivan champagne top carbide carbon building truly spectacular tiffany stained glass dome chicago cultural center outdoor installations millenium park ever present chicago bridges and on chicago inspiring even 20s snowy winter after eating alinea i help smile commonplace cedar branches covering potted plants lining michigan avenue and wonder whether mr achatz would consider inventive unique snow inspired plate,N,natasha s.,"Oakland, CA",01/08/2006,442,324,32,1331,1462,1167,1772,6,89,4.5,0.08333333333333333,283,0.125,0.0
fyQhE1g1BqjkLeHha1V3eg,RZ-ffuy5QHgYiJ3qNOVzjA,pbEiXam9YJL3neCYHGwLUA,4/26/2010,3,26,oh alinea my boyfriend adored eating here experience course i particularly loved hot cold potato soup and presentation food gorgeous but ruined what should have been immaculate meal attitude proximity staff from get go waiter presented us wine list turned nose nastily said no i asked wine south america i adore chilean degree argentinean wine the table next us inquired carry it set diatribe lesser wine cheap well developed etc apparently customer always right taste wine criticized openly whole room whereas restaurants wine like gladly offer go pick you alinea rather slapped us face that already left bad taste mouth agitated night fact gaggle awkward waiters stood maybe 5 feet table dresser continually eyeing us ate there not so fine line attentive obnoxious service the waiters tru know need wine refilled ready next course hover near giggling telling hushed stories like couple high schoolers maybe sent tru lesson waiter sommelier etiquette yes i said something manager beginning night least i realized situation would improve my boyfriend loved interesting food textures alinea i hated vibe i felt entire time i there he wants go back day we might i hesitate and truly disappointed,N,Valerie Kitty J.,"Sheboygan, WI",01/02/2007,50,129,9,249,147,57,70,0,15,4.5,0.08333333333333333,192,0.375,0.09798813805627782
rkOdw-1POwAfQmvioKU3cQ,WZYjAsWPzXet90BgKN_1rg,pbEiXam9YJL3neCYHGwLUA,12/3/2011,5,1,the virtues restaurant already exalted ad nauseum i would like add food plating service alinea strives whimsical interactive high caliber restaurants for example assemble scaffold holding cabbage leaf then form cabbage roll adding miniaturized stew veggies sauces the chef s interpretation hungarian goulash while people would ever crave food here cuisine nothing cutting edge the whole meal three plus hours it quite production on another positive note servers personality make jokes charming departure flat affects zombie like service encounter places,N,Yb W.,"Boston, MA",01/04/2008,6,151,3,66,34,34,10,0,2,4.5,0.08333333333333333,80,0.125,0.09030898534904197
Ao1wS9exvzwk8zCUfADAeQ,BITIiGizlgfj0V5orNESyw,pbEiXam9YJL3neCYHGwLUA,3/24/2008,5,12,saturday 15th finally rolled around long anticipated night alinea hours away i d go back december 24th 1984 recall last time i felt anxious with nice lunch irazu i primed ready go i even planned jacket i going wear occasion jeff john i embark five plus hour twenty four course culinary adventure we ready we arrived alinea 6 30 reservation escorted glass staircase table second level the room sat housed two four tops six top we bit nervous we d overpower small room loud obnoxious vulgarity shortly sitting realized sat us loud obnoxious vulgar section perfect each us went twenty four course tour menu wine pairings alinea offers twelve twenty four course menu alinea well designed deliberate i actually spelling 12 24 i think looks better below find list dish followed brief descriptions dishes really stood out in interest time i decided list wine pairings superb steelhead roe coconut lime vanilla fragrance yum yuba shrimp miso togarashi deep fried soy milk grant achatz definitely proven anything deep fried bound good crab passion fruit avocado heart palm this dish served one biter white porcelain spoon the description delivered server listed seemed ten ingredients i asked how fit shit little spoon sure enough components abundantly clear pallet one itsy bitsy bite delicious salsify caper dill smoked salmon is everybody using salsify days up weeks ago i clue i can t get away it beans many garnishes pillow nutmeg air we selected dish best evening it navy bean puree piece crisp pancetta top top guinness beer foam it st patrick s day all surrounding puree eight single bite accompaniments intended consumed puree brilliant duck butternut squash banana thai flavors lamb mushroom red wine diverse embellishments hot potato cold potato black truffle butter pork belly smoked paprika polenta pickled vegetables chicken skin truffle corn thyme mango soy foie gras caramel corn liquefied yep tastes exactly like liquid caramel corn cranberry frozen chewy bitter orange chervil one simple interesting dishes evening wagyu beef black truffle potato blis elixir they dangle piece beef front let eat it it sits taunting finally serve atop hot potato ice fish shellfish horseradish parsley apple cider walnut milk cinnamon vegetable ash sweetbread cauliflower burnt bread toasted hay black truffle explosion romaine parmesan a signature dish never ever taken menu easily second favorite dish evening rich delicious hands best pierogi i ever had transparency raspberry rose petal yogurt bacon butterscotch apple thyme persimmon carrot red curry spice strip licorice cake muscovado sugar orange hyssop chocolate egg pomelo smoke sweet potato bourbon tempura cinnamon incense coffee five ways the space stunning it looks like pulled pages really strong issue metropolitan home to tell truth i love restaurant taking single bite alinea you hello you hello a majority plates apparatuses used serving food custom designed alinea the food wine interior design service even china worked create truly harmonious dining experience it culinary theatre best the staff welled dressed mostly well behaved a good thing knowledgeable everybody clad zegna hard look bad i keep count number servers interacted with despite turnover service remained consistently perfect the thing stuck approachable sommelier was i enjoy wine like open dialogue sommeliers i find often sommeliers try prove worth spewing obscure facts using bad accents our guy like one guys well one guys knows whole lot wine 3 tour menus wine pairings 1300,N,David W.,"Chicago, IL",01/08/2007,47,134,16,260,148,96,65,0,6,4.5,0.08333333333333333,555,0.125,0.205849749736019
Wwbg6SUGwLpOA5I9BdRi2w,pRUwTOTHtK7o4rREnUhm1g,pbEiXam9YJL3neCYHGwLUA,10/26/2010,4,6,i alinea five times since place opened last night latest time i think last time i went two years ago july i surprised repeats dishes i had the hot potato cold potato black truffle explosion though good i hoping come back two years later seen lot progress service still impeccable room still elegant understated i remember previous dinners lot top a lot playful perhaps even scientific they also new format 19 courses i think i normally got 25 30 courses things like frozen foie gras huckelberry soup stands one best things i eaten there i think 3 years ago anyway i saying is i think world may catching grant perhaps shock gone but remains still wonderful flavor combination beautifully prepared dishes the best dish i last night recreation class escoffier dish a perfectly made butter tart slice squab breast forced squab meat foie gras ovals beautifully done dish the way able take classic dish add little modern twist but keep integrity amazing a monochramtic dish consisted 6 components stark white really enjoyed idea behind dish but flavors escape me i something similar dish made pierre gagniere years back still takes skill creativity pull dish off flavor combinations like combinig appricot thai basil absolutely beautiful adding dot black liquorice dish created strong curry taste also revelation i guess bar set high might impossible top a wonderful experience non less i certainly back next year,N,d'N'L m.,"Brooklyn, NY",01/08/2006,271,717,52,1925,1257,905,833,0,53,4.5,0.08333333333333333,233,0.125,0.19431944073315044
Q7yLCB8bkudgRFDCuHsyPQ,XI6H8T2gF5Ujvf3K4rUWvg,pbEiXam9YJL3neCYHGwLUA,10/18/2007,5,9,i m nerd for long time i denied that i m good math i like play computer games i d rather watch discovery channel playboy channel assuming hijacked spice network fritz whatever case i ve embraced inner nerd celebrate with close friends only for reasons i suppose i would natural interest affinity towards molecular gastronomy ground breaking chefs ferran adria pierre gagnaire push limits food really make us reconsider everything know cuisine well friends dining alinea i believe grant achatz deserves listed heavy hitters molecular gastronomy now let remind wifey i toothless hillbillies easily fooled smoke mirrors if something tastes bad we ll say tastes bad matter much manipulate dress up we ve eaten places try wow customers ridiculous foams lavender perfumes lobster scented bubble baths fooled molecular gastronomy powerful tool but done poorly everything plate seems pathetically silly options alinea simple choose tasting tour menu if want tour menu commit make reservation typically 2 months advance you d better go tour idiot brief version 22 courses nearly 5 hours at least 4 courses involved liquid nitrogen 2 courses involved warnings server possible explosion 3 courses included custom made utensils could poke eye out 4 courses included live plants long version wifey i fairly quick eaters if food set front us we ll gleefully shove gullets chew later the pace alinea good stuff coming pretty quickly despite this nearly five hours lapsed beginning end i felt like time warp dinner seemed pass quickly another benefit molecular gastronomy the showmanship creativity truly breathtaking many courses highlighted unique bowls plates utensils created especially particular dish other offerings accented simply embellishments mother nature herself a branch oak leaves single hyacinth stalk fat gob brook trout roe mmmmm brook trout roe if set aside snake oil smoke food absolutely astounding because many courses consist single bite swallow explosion flavors concentrated spot on entire course waste time in single morsels chef achatz s genius revealed that liquid nitrogen burnt bread reduction puffery methodically painstakingly utilized make food better better food science alinea would give vulcans orgasms you d better believe chicago experience highlighted dinner alinea it beats deep dish pizza country mile,N,Gracie-C Y.,"San Francisco, CA",01/02/2007,71,295,3,460,449,579,126,0,26,4.5,0.08333333333333333,357,0.125,0.2997541645033963
VYOXc-NIbKltNU9hhguS,ZYZNcugF3xUEGyLOVGiZ0Q,pbEiXam9YJL3neCYHGwLUA,1/25/2007,5,10,this absolutely best restaurant experience i recent history while i little apprehensive gone another tastings restaurant couple weeks underwhelmed touted be from time i walked door everything perfect someone whisked coat away i even knew it ticket coat yet somehow i knew would find i ready it after seated front room done shades gray purple reminded tasting chose 12 courses asked wanted basic wine pairings obscure wine pairings we chose basic additional 95 per person disappointed there italian cabanon bonarda absolutely favorite wine night we started cold potato soup black truffle served like oyster shell told eat way the food delicious i help wondering course eat it challenging options see i could come would suggest ultimate enjoyment one favorite presentations pillow yes i said pillow placed setting table filled juniper air the smell amazing perfectly complimented duck served it or imagine small cubes lamb hot stone sprig fresh rosemary inserted stone the aromatic scent released rosemary perfectly complimented lamb served 3 different ways throughout night multitude servers well informed course answered questions had it great service without pretense they encourage men wear jackets however one men i jacket others made feel uncomfortable keep mind wednesday night weekends might different if looking really special night out it it s cheap date spent 1200 4 us worth every penny i definitely back see surprises amazing chef dreams up,N,Carol K.,"Chicago, IL",01/01/2007,759,1813,282,7337,5235,3328,3432,0,121,4.5,0.08333333333333333,226,0.125,0.23453904716101603
KJ6NvHo8YoxX0cLHJ5vYww,Ne9O-hXacSsZLPFzxA2ENA,pbEiXam9YJL3neCYHGwLUA,3/17/2009,5,5,i admit i m sick twisted person went way find fault alinea impossible yes could spent money year s worth groceries perfectly content decision blow 24 courses here it s 3 hour plus experience impeccable impossible to replicate flavors service worthy hype dishes served aromatic lavender pillows deflate bite nuclear butter balls size pennies erupt puncture perfectly saturating nearby lobster explosions black truffle which ignore instructions eating mouth closed superhero potential careen mouth high speeds decapitate others and bacon bubble gum wagyu foie gras bass much much taken sublime levels culinary genius creative mastery did wine pairing also gift birthday boy our goal wildly drunk bill came sadly 24 courses uncanny power absorb endless wine happen next time may need bring flask sole purpose a bedazzled one course match classy ambiance you know hours later i woke violently ill though i tempted blame courses 3 7 13 19 order get partial refund appropriate culprit likely kitchen floor in preparation feast i m ashamed say i starved point i licking order accomplish dual task mildly quenching hunger also buffing healthy shine,N,Anisha Chubs999 A.,"Chicago, IL",01/10/2007,64,105,1,172,113,242,49,0,9,4.5,0.08333333333333333,180,0.125,0.12053948718489838
-2WQNLeuBfy3Cft6cMg6YQ,MeVajwYBw_Y5deQiFnJSlg,pbEiXam9YJL3neCYHGwLUA,6/17/2011,4,0,i nice time here the food tasty surprising interesting the staff friendly incredibly attentive here reasons getting extra star my mind blown maybe molecular gastronomy me the food like nothing i ve ever eaten connect way i d hoped in addition tasting flavors combined new interesting ways i would like experience familiar flavor combinations done better some dishes salty taste the rabbit consomme black truffle explosion that s strange i like salt,N,Charles C.,"San Francisco, CA",01/08/2007,14,58,0,33,17,26,6,0,1,4.5,0.08333333333333333,72,0.125,0.0
oriGH9yUY-oLeQOzCxGGUg,sZxXpvmBUN2fSCtK_BZFoQ,pbEiXam9YJL3neCYHGwLUA,11/9/2006,5,8,simply amazing what i say said too much i actually wrote twice much large yelp first food geniusly presented no matter anyone might say really unlike anything else we 24 course tour and tour was every course came unique fashion everything well thought out flavors melded together contrasted perfectly the wine pairings dead on occasionally much know eating even waiter explained good long minute easy forget parts everything that part fun though could sit really try decipher everything much like might fine wine word caution good amount alinea surprise is much press bad thing possibly if planning go i spend lot time reading reviews looking pictures reading press articles it ruins surprise takes fun away if plan go might skip next paragraphs go straight end i feel though i would benefited slightly knowing little less prior going if alinea academy awards awards would look something like this best sensual experience rabbit brought table covered autumn glass filled smoke burning leaves waiter lifted glass lets smoke waft it smelled tasted amazing best sweets crabapple served three gelatinous sauces eucalyptus olive oil strangely interesting jellied sauce cheddar cheese close second sort puff encrusted foie gras which told gift order make legal chicago most unexpected flavor raspberry course thought might expected bite red pepper taffy pops you perfectly melds together oddest method eating quince wrapped prosciutto served end long antennae when eating hands stay away bob head eat tip it reminded sexual act i laugh time best savory tasting course either rabbit squab best wine pairing there new zealand syrah among peppery complex wines i ve had most unusual ingredient so many unusual ingredients to most least pickled huckleberry squab cured trout eggs michigan supposedly 15 hours old cask aged belize maple syrup blis the restaurant bustling people there ton people dining ton people working everything well partitioned though service good somewhat robotic good way somewhat casual not stuffy way as opposed casual we re lazy way we 4 5 people seemed serving us we seemed two waiters expeditors sommelier wine still felt personal there one minor service hiccup probably result many people much different stuff once one waiters came give us new glasses take glass wine freshly poured another waiter less minute before we told him big deal all the wait staff willing engage conversation even crack jokes always welcomed me upon leaving waiter also led us go inside kitchen also nice treat the food art many apparently feel need bring cameras that s perfectly ok i wish everyone enough respect 900 meal they d turn flash taking pictures there great people watching opportunities chico s definitely fashion women many older women ber stylish i m sure i agree jackets required policy men necessary type restaurant there lot men unmatched blazers seemed unnecessary old school cutting edge restaurant the question left somewhat unanswered eyes really 1 restaurant country or even chicago we pondered there looking around wondering could be i m honestly sure it i d put either 1 2 top dining experiences i ve for curious contender would be would tru but maybe exceptionally amazing given semi private dining room alinea foodies paradise something everyone experience it s definitely way rankings going place like restaurants pale comparison,N,Dane K.,"Chicago, IL",01/09/2006,295,845,143,2499,1451,1151,1377,2,55,4.5,0.08333333333333333,536,0.125,0.5003337256848784
